"tag_id","ts_origin","ts","value_ts"
PowerBi.COU1CD2001CU,2025-07-01 10:55:49.000,2025-07-01 12:55:49.000,"0.3556606"
PowerBi.COU1-RCT-CU,2025-07-01 10:55:49.000,2025-07-01 12:55:49.000,"64.46801"
PowerBi.COU1RD001CU,2025-07-01 10:57:49.000,2025-07-01 12:57:49.000,"1317.722"
PowerBi.COU1-RCT-CU,2025-07-01 10:57:49.000,2025-07-01 12:57:49.000,"63.36655"
PowerBi.COU1RD001CU,2025-07-01 10:57:49.000,2025-07-01 12:57:49.000,"1317.722"
PowerBi.COU1-RCT-CU,2025-07-01 10:57:49.000,2025-07-01 12:57:49.000,"63.36655"
PowerBi.COU1CF001CU,2025-07-01 10:59:49.000,2025-07-01 12:59:49.000,"20.17683"
PowerBi.COU1-RCT-CU,2025-07-01 10:59:49.000,2025-07-01 12:59:49.000,"63.36385"
PowerBi.COU1CF001CU,2025-07-01 10:59:49.000,2025-07-01 12:59:49.000,"20.17683"
PowerBi.COU1-RCT-CU,2025-07-01 10:59:49.000,2025-07-01 12:59:49.000,"63.36385"
PowerBi.COU1-RCT-CU,2025-07-01 11:07:48.000,2025-07-01 13:07:48.000,"62.86212"
PowerBi.COU1-RCT-CU,2025-07-01 11:07:48.000,2025-07-01 13:07:48.000,"62.86212"
PowerBi.COU1CD2001CU,2025-07-01 11:07:49.000,2025-07-01 13:07:49.000,"0.3509393"
PowerBi.COU1CD2001CU,2025-07-01 11:07:49.000,2025-07-01 13:07:49.000,"0.3509393"
PowerBi.COU1RD001CU,2025-07-01 11:10:49.000,2025-07-01 13:10:49.000,"1316.651"
PowerBi.COU1-RCT-CU,2025-07-01 11:10:49.000,2025-07-01 13:10:49.000,"62.8925"
PowerBi.COU1RD001CU,2025-07-01 11:10:49.000,2025-07-01 13:10:49.000,"1316.651"
PowerBi.COU1-RCT-CU,2025-07-01 11:10:49.000,2025-07-01 13:10:49.000,"62.8925"
PowerBi.COU1CF001CU,2025-07-01 11:11:49.000,2025-07-01 13:11:49.000,"20.36784"
PowerBi.COU1-RCT-CU,2025-07-01 11:11:49.000,2025-07-01 13:11:49.000,"62.88862"
PowerBi.COU1CF001CU,2025-07-01 11:11:49.000,2025-07-01 13:11:49.000,"20.36784"
PowerBi.COU1-RCT-CU,2025-07-01 11:11:49.000,2025-07-01 13:11:49.000,"62.88862"
PowerBi.COU1-RCT-CU,2025-07-01 11:20:48.000,2025-07-01 13:20:48.000,"62.3723"
PowerBi.COU1-RCT-CU,2025-07-01 11:20:48.000,2025-07-01 13:20:48.000,"62.3723"
PowerBi.COU1CD2001CU,2025-07-01 11:20:49.000,2025-07-01 13:20:49.000,"0.3462056"
PowerBi.COU1CD2001CU,2025-07-01 11:20:49.000,2025-07-01 13:20:49.000,"0.3462056"
PowerBi.COU1RD001CU,2025-07-01 11:23:49.000,2025-07-01 13:23:49.000,"1371.568"
PowerBi.COU1-RCT-CU,2025-07-01 11:23:49.000,2025-07-01 13:23:49.000,"60.79221"
PowerBi.COU1RD001CU,2025-07-01 11:23:49.000,2025-07-01 13:23:49.000,"1371.568"
PowerBi.COU1-RCT-CU,2025-07-01 11:23:49.000,2025-07-01 13:23:49.000,"60.79221"
PowerBi.COU1CF001CU,2025-07-01 11:24:49.000,2025-07-01 13:24:49.000,"19.97222"
PowerBi.COU1-RCT-CU,2025-07-01 11:24:49.000,2025-07-01 13:24:49.000,"60.80038"
PowerBi.COU1CF001CU,2025-07-01 11:24:49.000,2025-07-01 13:24:49.000,"19.97222"
PowerBi.COU1-RCT-CU,2025-07-01 11:24:49.000,2025-07-01 13:24:49.000,"60.80038"
PowerBi.COU1CF001CU,2025-07-01 11:28:49.000,2025-07-01 13:28:49.000,"19.84986"
PowerBi.COU1-RCT-CU,2025-07-01 11:28:49.000,2025-07-01 13:28:49.000,"60.80297"
PowerBi.COU1CF001CU,2025-07-01 11:28:49.000,2025-07-01 13:28:49.000,"19.84986"
PowerBi.COU1-RCT-CU,2025-07-01 11:28:49.000,2025-07-01 13:28:49.000,"60.80297"
PowerBi.COU1CD2001CU,2025-07-01 11:34:49.000,2025-07-01 13:34:49.000,"0.360069"
PowerBi.COU1-RCT-CU,2025-07-01 11:34:49.000,2025-07-01 13:34:49.000,"62.33894"
PowerBi.COU1CD2001CU,2025-07-01 11:34:49.000,2025-07-01 13:34:49.000,"0.360069"
PowerBi.COU1-RCT-CU,2025-07-01 11:34:49.000,2025-07-01 13:34:49.000,"62.33894"
PowerBi.COU1RD001CU,2025-07-01 11:37:49.000,2025-07-01 13:37:49.000,"1451.328"
PowerBi.COU1-RCT-CU,2025-07-01 11:37:49.000,2025-07-01 13:37:49.000,"60.13271"
PowerBi.COU1RD001CU,2025-07-01 11:37:49.000,2025-07-01 13:37:49.000,"1451.328"
PowerBi.COU1-RCT-CU,2025-07-01 11:37:49.000,2025-07-01 13:37:49.000,"60.13271"
PowerBi.COU1CF001CU,2025-07-01 11:39:49.000,2025-07-01 13:39:49.000,"19.88468"
PowerBi.COU1-RCT-CU,2025-07-01 11:39:49.000,2025-07-01 13:39:49.000,"60.13193"
PowerBi.COU1CF001CU,2025-07-01 11:39:49.000,2025-07-01 13:39:49.000,"19.88468"
PowerBi.COU1-RCT-CU,2025-07-01 11:39:49.000,2025-07-01 13:39:49.000,"60.13193"
PowerBi.COU1CD2001CU,2025-07-01 11:46:48.000,2025-07-01 13:46:48.000,"0.3667221"
PowerBi.COU1CD2001CU,2025-07-01 11:46:48.000,2025-07-01 13:46:48.000,"0.3667221"
PowerBi.COU1-RCT-CU,2025-07-01 11:46:49.000,2025-07-01 13:46:49.000,"60.86856"
PowerBi.COU1-RCT-CU,2025-07-01 11:46:49.000,2025-07-01 13:46:49.000,"60.86856"
PowerBi.COU1-RCT-CU,2025-07-01 11:49:48.000,2025-07-01 13:49:48.000,"58.92613"
PowerBi.COU1-RCT-CU,2025-07-01 11:49:48.000,2025-07-01 13:49:48.000,"58.92613"
PowerBi.COU1RD001CU,2025-07-01 11:49:49.000,2025-07-01 13:49:49.000,"1522.819"
PowerBi.COU1RD001CU,2025-07-01 11:49:49.000,2025-07-01 13:49:49.000,"1522.819"
PowerBi.COU1CF001CU,2025-07-01 11:50:48.000,2025-07-01 13:50:48.000,"17.88125"
PowerBi.COU1CF001CU,2025-07-01 11:50:48.000,2025-07-01 13:50:48.000,"17.88125"
PowerBi.COU1-RCT-CU,2025-07-01 11:51:49.000,2025-07-01 13:51:49.000,"58.97713"
PowerBi.COU1-RCT-CU,2025-07-01 11:51:49.000,2025-07-01 13:51:49.000,"58.97713"
